customer_id,subscription_type,plan_type,auto_renew,avg_articles_per_week,days_since_last_login,support_tickets_last_90d,discount_used_last_renewal,email_open_rate,time_spent_per_session_mins,region,most_read_category,completion_rate,article_skips_per_week,primary_device,previous_renewal_status,last_campaign_engaged,campaign_ctr,nps_score,sentiment_score,subscription_start_date,subscription_end_date,csat_score,customer_age,gender,signup_source,payment_method,downgrade_history,subscription_status
487,Digital,Monthly,Yes,5.86,27,1,No,0.33,9.0,Asia,Culture,0.98,1,Mobile,Auto,None,0.55,-5,-0.32,2024-10-17 05:54:16.427504,2025-10-17 05:54:16.427504,1,26,Female,Mobile App,PayPal,No,Active
488,Digital,Monthly,Yes,5.44,16,0,No,0.67,11.26,Europe,Finance,0.41,0,Tablet,Manual,None,0.1,3,-0.17,2023-09-15 05:54:16.427509,2024-09-14 05:54:16.427509,3,39,Female,Mobile App,Credit Card,Yes,Active
489,Digital,Monthly,Yes,6.33,27,0,Yes,0.22,8.74,North America,Environment,0.43,2,Mobile,Auto,None,0.18,-97,-0.36,2024-02-12 05:54:16.427513,2025-02-11 05:54:16.427513,1,50,Male,Web,Credit Card,No,Active
490,Digital,Monthly,Yes,2.76,8,2,Yes,0.59,11.26,Europe,Environment,0.7,2,Mobile,Manual,Survey,0.17,59,0.71,2023-01-16 05:54:16.427517,2024-01-16 05:54:16.427517,3,43,Female,Web,Credit Card,Yes,Active
491,Digital,Monthly,No,3.44,1,1,No,0.91,11.76,Europe,Finance,0.75,1,Mobile,Auto,Retention Offer,0.12,46,0.05,2025-03-24 05:54:16.427521,2026-03-24 05:54:16.427521,2,57,Male,Mobile App,PayPal,No,Active
492,Digital,Monthly,No,0.73,24,2,Yes,0.8,13.33,Others,Culture,0.82,3,Desktop,Auto,None,0.14,30,-0.08,2024-08-14 05:54:16.427525,2025-08-14 05:54:16.427525,2,24,Female,Mobile App,PayPal,Yes,Cancelled
493,Digital,Monthly,Yes,5.22,25,0,Yes,0.92,15.13,North America,Culture,0.43,0,Mobile,Auto,Newsletter Promo,0.04,-9,0.39,2025-01-06 05:54:16.427530,2026-01-06 05:54:16.427530,3,63,Female,Web,Credit Card,Yes,Active
494,Digital,Monthly,Yes,1.25,17,0,Yes,0.98,10.31,Asia,Politics,0.97,0,Mobile,Manual,Newsletter Promo,0.08,-40,-0.44,2024-07-09 05:54:16.427534,2025-07-09 05:54:16.427534,4,49,Male,Web,Credit Card,Yes,Cancelled
495,Digital,Monthly,Yes,3.33,8,2,No,0.01,4.77,Others,Technology,0.75,1,Mobile,Manual,Retention Offer,0.49,-63,-0.67,2023-05-16 05:54:16.427538,2024-05-15 05:54:16.427538,2,57,Male,Referral,Debit Card,No,Active
496,Digital+Print,Monthly,Yes,1.35,5,2,Yes,0.62,8.62,Europe,Politics,0.89,1,Mobile,Auto,Retention Offer,0.27,17,0.14,2025-04-15 05:54:16.427542,2026-04-15 05:54:16.427542,5,60,Male,Web,Credit Card,No,Cancelled
497,Digital+Print,Monthly,Yes,2.12,10,4,No,0.41,10.18,Others,Culture,0.68,1,Tablet,Auto,Newsletter Promo,0.45,33,0.08,2023-07-02 05:54:16.427547,2024-07-01 05:54:16.427547,1,41,Other,Web,Credit Card,No,Active
498,Digital+Print,Monthly,Yes,1.74,24,0,No,0.86,2.66,North America,Politics,0.59,1,Mobile,Auto,Newsletter Promo,0.25,-45,-0.37,2022-10-31 05:54:16.427551,2023-10-31 05:54:16.427551,4,58,Female,Web,PayPal,No,Cancelled
499,Digital,Monthly,Yes,2.09,28,1,No,0.25,15.55,Others,Politics,0.98,0,Desktop,Auto,None,0.11,67,0.18,2023-09-10 05:54:16.427556,2024-09-09 05:54:16.427556,5,68,Male,Mobile App,Credit Card,No,Active
500,Digital,Annual,Yes,2.19,5,2,No,0.98,10.57,Asia,Finance,0.71,2,Tablet,Auto,None,0.34,20,0.92,2024-12-10 05:54:16.427560,2025-12-10 05:54:16.427560,1,56,Male,Mobile App,Credit Card,No,Active
501,Digital,Monthly,Yes,2.18,5,1,Yes,0.61,11.53,North America,Technology,0.91,0,Desktop,Auto,Survey,0.11,-20,0.22,2024-04-23 05:54:16.427564,2025-04-23 05:54:16.427564,5,55,Other,Web,PayPal,No,Active
502,Espresso,Monthly,Yes,4.25,12,1,No,0.79,15.46,Others,Culture,0.97,1,Tablet,Auto,None,0.54,5,-0.99,2024-02-27 05:54:16.427568,2025-02-26 05:54:16.427568,4,67,Female,Web,Credit Card,Yes,Active
503,Digital,Monthly,Yes,1.34,10,3,No,0.09,7.48,Europe,Environment,0.77,1,Tablet,Auto,Newsletter Promo,0.52,19,0.71,2025-01-22 05:54:16.427572,2026-01-22 05:54:16.427572,3,54,Male,Web,PayPal,Yes,Cancelled
504,Espresso,Monthly,Yes,3.33,13,2,No,0.18,12.3,Europe,Finance,0.68,0,Mobile,Auto,Newsletter Promo,0.24,-32,0.99,2023-06-02 05:54:16.427577,2024-06-01 05:54:16.427577,1,36,Male,Web,Credit Card,No,Active
505,Digital,Monthly,No,4.83,1,0,Yes,0.76,9.56,Europe,Politics,0.3,1,Desktop,Manual,Newsletter Promo,0.07,-18,0.26,2023-12-28 05:54:16.427581,2024-12-27 05:54:16.427581,5,60,Female,Web,Debit Card,No,Active
506,Digital,Monthly,No,2.23,7,0,No,0.02,9.26,North America,Technology,0.33,1,Mobile,Auto,Newsletter Promo,0.32,-59,0.09,2024-05-22 05:54:16.427585,2025-05-22 05:54:16.427585,5,22,Male,Web,Credit Card,Yes,Active
507,Espresso,Monthly,Yes,1.92,2,3,Yes,0.82,6.91,Europe,Technology,0.44,1,Mobile,Manual,None,0.08,-2,-0.77,2022-12-11 05:54:16.427589,2023-12-11 05:54:16.427589,4,47,Male,Web,PayPal,No,Cancelled
508,Digital,Monthly,Yes,2.65,22,1,No,0.01,16.66,Asia,Finance,0.43,2,Desktop,Auto,None,0.3,29,-0.43,2023-12-24 05:54:16.427594,2024-12-23 05:54:16.427594,4,42,Other,Mobile App,Credit Card,Yes,Active
509,Digital,Monthly,Yes,4.77,20,1,No,0.66,8.5,North America,Finance,0.48,4,Desktop,Auto,Newsletter Promo,0.39,-73,-0.15,2023-12-16 05:54:16.427598,2024-12-15 05:54:16.427598,4,47,Female,Mobile App,Credit Card,No,Active
510,Digital+Print,Annual,Yes,3.29,2,0,No,0.37,12.8,North America,Finance,0.51,0,Desktop,Auto,Retention Offer,0.23,16,-0.37,2024-02-22 05:54:16.427602,2025-02-21 05:54:16.427602,3,42,Female,Mobile App,Credit Card,No,Active
511,Digital,Annual,No,2.2,0,1,No,0.61,2.5,North America,Finance,0.55,1,Desktop,Auto,Retention Offer,0.34,44,-0.25,2024-10-22 05:54:16.427607,2025-10-22 05:54:16.427607,2,26,Male,Mobile App,PayPal,No,Active
512,Digital,Annual,Yes,3.73,23,1,No,0.7,14.72,Europe,Culture,0.59,1,Mobile,Auto,Newsletter Promo,0.51,-31,0.06,2025-02-06 05:54:16.427611,2026-02-06 05:54:16.427611,5,44,Male,Referral,Credit Card,No,Active
513,Espresso,Annual,Yes,1.35,18,1,No,0.34,14.21,Asia,Finance,0.37,2,Desktop,Auto,Retention Offer,0.13,6,-0.34,2023-02-07 05:54:16.427615,2024-02-07 05:54:16.427615,3,41,Male,Referral,PayPal,No,Active
514,Digital+Print,Monthly,Yes,4.02,17,0,Yes,0.11,10.39,Asia,Culture,0.33,2,Mobile,Manual,None,0.13,22,0.76,2024-10-31 05:54:16.427619,2025-10-31 05:54:16.427619,5,57,Female,Web,Credit Card,Yes,Active
515,Digital,Monthly,Yes,3.61,16,1,Yes,0.07,9.09,Others,Finance,0.77,1,Mobile,Auto,Retention Offer,0.31,-32,0.04,2022-09-14 05:54:16.427624,2023-09-14 05:54:16.427624,3,60,Female,Web,PayPal,No,Active
516,Digital,Monthly,Yes,2.54,19,2,No,0.59,11.6,Europe,Politics,0.68,1,Desktop,Manual,None,0.62,-62,0.25,2022-11-13 05:54:16.427628,2023-11-13 05:54:16.427628,1,55,Female,Mobile App,Credit Card,No,Active
517,Digital,Monthly,No,1.74,28,0,No,0.52,19.16,North America,Culture,0.61,2,Mobile,Auto,Newsletter Promo,0.19,34,0.25,2022-12-20 05:54:16.427632,2023-12-20 05:54:16.427632,2,32,Female,Mobile App,Credit Card,No,Cancelled
518,Digital+Print,Annual,Yes,1.67,23,3,Yes,0.74,2.95,Others,Technology,0.74,1,Desktop,Auto,Retention Offer,0.2,59,0.19,2022-09-05 05:54:16.427636,2023-09-05 05:54:16.427636,5,55,Female,Referral,Credit Card,No,Cancelled
519,Digital,Monthly,Yes,3.8,12,1,No,0.51,13.13,Asia,Politics,0.88,2,Desktop,Auto,None,0.57,-97,0.02,2024-03-10 05:54:16.427641,2025-03-10 05:54:16.427641,4,43,Male,Mobile App,Credit Card,Yes,Active
520,Digital,Annual,Yes,4.84,2,2,No,0.42,6.35,Europe,Technology,0.6,1,Mobile,Manual,None,0.24,48,0.5,2025-01-14 05:54:16.428069,2026-01-14 05:54:16.428069,2,47,Male,Web,Credit Card,No,Active
521,Digital,Monthly,Yes,2.04,29,0,Yes,0.4,9.92,Europe,Finance,0.75,1,Desktop,Auto,Newsletter Promo,0.2,59,0.6,2024-04-13 05:54:16.428076,2025-04-13 05:54:16.428076,5,28,Male,Web,PayPal,No,Active
522,Digital+Print,Annual,No,3.69,0,0,Yes,0.03,9.01,Others,Culture,0.97,0,Desktop,Manual,None,0.04,-19,-1.03,2023-05-08 05:54:16.428080,2024-05-07 05:54:16.428080,1,46,Male,Web,Credit Card,Yes,Active
523,Digital,Monthly,No,0.0,3,0,No,0.34,8.29,Asia,Finance,0.89,1,Mobile,Auto,Retention Offer,0.24,-4,-0.72,2024-06-04 05:54:16.428082,2025-06-04 05:54:16.428082,5,32,Male,Mobile App,PayPal,No,Cancelled
524,Espresso,Monthly,Yes,2.12,24,1,No,0.98,9.96,North America,Technology,0.6,0,Mobile,Manual,Newsletter Promo,0.15,41,-0.27,2024-08-23 05:54:16.428085,2025-08-23 05:54:16.428085,5,61,Female,Referral,Credit Card,No,Active
525,Digital,Monthly,Yes,2.95,12,0,No,0.87,5.46,Asia,Politics,0.75,1,Desktop,Auto,None,0.14,-31,-0.56,2025-02-16 05:54:16.428087,2026-02-16 05:54:16.428087,5,26,Male,Web,Credit Card,No,Active
526,Digital,Monthly,No,1.64,16,0,Yes,0.33,14.12,North America,Finance,0.42,1,Mobile,Auto,None,0.23,-55,-0.37,2023-06-26 05:54:16.428089,2024-06-25 05:54:16.428089,2,59,Female,Mobile App,Debit Card,No,Cancelled
527,Espresso,Monthly,No,1.6,27,2,No,0.59,2.82,North America,Environment,0.69,2,Desktop,Auto,Newsletter Promo,0.24,47,-0.23,2024-12-17 05:54:16.428092,2025-12-17 05:54:16.428092,5,46,Female,Mobile App,Credit Card,No,Cancelled
528,Digital,Monthly,Yes,2.0,29,0,No,0.85,12.16,Europe,Culture,0.99,0,Mobile,Auto,Retention Offer,0.09,85,-0.13,2024-09-01 05:54:16.428094,2025-09-01 05:54:16.428094,4,32,Male,Web,PayPal,No,Active
529,Digital+Print,Annual,No,3.44,10,2,No,0.44,8.69,North America,Politics,0.66,2,Desktop,Auto,None,0.28,-2,-0.75,2025-02-10 05:54:16.428097,2026-02-10 05:54:16.428097,3,34,Male,Mobile App,Credit Card,No,Active
530,Digital,Monthly,Yes,2.72,1,0,No,0.02,5.32,North America,Politics,0.95,1,Tablet,Auto,Newsletter Promo,0.16,-21,-0.21,2023-10-07 05:54:16.428099,2024-10-06 05:54:16.428099,4,33,Male,Mobile App,Credit Card,No,Active
531,Digital,Monthly,Yes,0.0,24,0,Yes,0.07,10.81,North America,Finance,0.59,1,Mobile,Auto,Retention Offer,0.4,-53,0.71,2024-01-24 05:54:16.428101,2025-01-23 05:54:16.428101,1,39,Male,Web,Credit Card,Yes,Cancelled
532,Digital,Monthly,Yes,0.0,15,0,Yes,0.51,3.77,Europe,Technology,1.0,0,Desktop,Auto,None,0.32,-94,-0.13,2024-12-25 05:54:16.428103,2025-12-25 05:54:16.428103,2,57,Female,Web,Credit Card,No,Cancelled
533,Digital,Annual,No,2.09,1,2,Yes,0.97,10.16,Asia,Culture,0.71,1,Desktop,Auto,Survey,0.13,-61,0.3,2025-04-18 05:54:16.428105,2026-04-18 05:54:16.428105,3,66,Female,Web,Credit Card,No,Active
534,Digital,Monthly,No,3.69,28,2,No,0.69,4.31,Others,Technology,0.33,2,Desktop,Auto,Retention Offer,0.42,-42,-0.03,2024-01-17 05:54:16.428107,2025-01-16 05:54:16.428107,2,60,Female,Web,Credit Card,No,Cancelled
535,Digital,Monthly,Yes,0.0,18,1,No,0.07,11.85,North America,Finance,0.71,0,Desktop,Auto,None,0.16,-65,0.06,2024-03-18 05:54:16.428109,2025-03-18 05:54:16.428109,2,28,Male,Web,Credit Card,Yes,Cancelled
536,Espresso,Monthly,Yes,2.25,22,0,No,0.19,6.3,Europe,Culture,0.49,3,Desktop,Manual,None,0.38,71,-0.06,2022-10-01 05:54:16.428112,2023-10-01 05:54:16.428112,5,55,Female,Web,Credit Card,No,Active
537,Digital,Monthly,Yes,2.21,18,1,No,0.77,8.2,Others,Finance,0.32,0,Desktop,Manual,Newsletter Promo,0.23,7,0.37,2025-04-02 05:54:16.428114,2026-04-02 05:54:16.428114,4,42,Female,Mobile App,PayPal,No,Active
538,Digital+Print,Monthly,No,5.08,24,0,Yes,0.84,11.18,North America,Politics,0.87,3,Desktop,Auto,None,0.1,-70,-0.41,2024-10-04 05:54:16.428116,2025-10-04 05:54:16.428116,3,47,Male,Mobile App,Credit Card,No,Cancelled
539,Digital+Print,Monthly,Yes,2.42,15,2,No,0.62,6.91,Asia,Technology,0.49,0,Desktop,Manual,Survey,0.46,69,0.09,2024-09-19 05:54:16.428118,2025-09-19 05:54:16.428118,5,19,Male,Mobile App,PayPal,No,Active
540,Digital,Monthly,Yes,3.57,21,1,No,0.64,9.77,Asia,Environment,0.86,2,Mobile,Auto,Newsletter Promo,0.11,-57,-0.29,2024-06-21 05:54:16.428120,2025-06-21 05:54:16.428120,3,18,Female,Mobile App,Credit Card,No,Active
541,Digital,Annual,Yes,3.21,18,3,No,0.03,3.94,North America,Culture,0.5,0,Tablet,Auto,Retention Offer,0.25,70,0.34,2024-04-12 05:54:16.428122,2025-04-12 05:54:16.428122,4,69,Male,Referral,PayPal,No,Active
542,Digital+Print,Monthly,Yes,0.0,8,2,Yes,0.83,12.52,Asia,Technology,0.44,1,Mobile,Auto,Survey,0.32,-58,-0.55,2023-03-29 05:54:16.428124,2024-03-28 05:54:16.428124,5,55,Female,Mobile App,Credit Card,No,Cancelled
543,Digital,Monthly,Yes,4.15,0,0,No,0.79,17.06,Asia,Technology,0.98,1,Mobile,Manual,None,0.23,74,0.33,2024-06-18 05:54:16.428127,2025-06-18 05:54:16.428127,3,54,Male,Web,Credit Card,Yes,Active
544,Digital,Monthly,Yes,3.32,9,0,No,0.26,21.17,North America,Environment,0.55,1,Mobile,Auto,Newsletter Promo,0.15,33,0.1,2024-10-03 05:54:16.428128,2025-10-03 05:54:16.428128,5,26,Male,Web,Credit Card,No,Active
545,Espresso,Annual,No,3.76,18,0,No,0.71,10.36,North America,Finance,0.72,1,Mobile,Manual,None,0.04,-8,-0.63,2023-08-17 05:54:16.428131,2024-08-16 05:54:16.428131,2,22,Female,Web,Credit Card,No,Active
546,Digital,Monthly,Yes,8.89,0,1,Yes,0.21,13.15,North America,Finance,0.73,1,Mobile,Manual,None,0.38,93,0.87,2024-07-07 05:54:16.428133,2025-07-07 05:54:16.428133,1,67,Female,Mobile App,PayPal,Yes,Active
547,Digital+Print,Annual,No,0.0,1,0,No,0.04,2.88,North America,Environment,0.69,3,Mobile,Auto,None,0.51,-15,0.28,2024-03-23 05:54:16.428135,2025-03-23 05:54:16.428135,3,41,Female,Mobile App,Credit Card,No,Active
548,Digital+Print,Monthly,Yes,5.59,15,1,Yes,0.2,16.01,Europe,Culture,0.94,4,Mobile,Auto,Survey,0.58,-92,-0.54,2024-02-19 05:54:16.428137,2025-02-18 05:54:16.428137,4,44,Male,Mobile App,Debit Card,Yes,Active
549,Digital,Monthly,Yes,2.57,11,1,Yes,0.18,13.1,Europe,Finance,0.77,1,Desktop,Auto,Newsletter Promo,0.34,-90,0.08,2023-10-04 05:54:16.428139,2024-10-03 05:54:16.428139,3,47,Female,Mobile App,PayPal,No,Active
550,Digital,Monthly,No,3.43,7,3,No,0.34,8.06,North America,Finance,0.58,0,Mobile,Auto,Newsletter Promo,0.09,-21,-0.82,2024-12-28 05:54:16.428141,2025-12-28 05:54:16.428141,1,68,Male,Mobile App,Credit Card,No,Active
551,Digital,Annual,Yes,2.93,22,1,Yes,0.42,14.95,Others,Finance,0.9,0,Mobile,Auto,None,0.14,8,-0.86,2023-04-09 05:54:16.428143,2024-04-08 05:54:16.428143,3,32,Male,Mobile App,Credit Card,No,Active
552,Espresso,Monthly,No,2.36,17,0,No,0.51,8.98,North America,Politics,0.43,0,Mobile,Auto,Newsletter Promo,0.35,17,0.6,2025-01-13 05:54:16.428145,2026-01-13 05:54:16.428145,3,64,Male,Referral,Debit Card,No,Cancelled
553,Digital,Annual,Yes,2.15,1,0,Yes,0.48,8.17,North America,Environment,0.68,3,Mobile,Auto,None,0.24,-83,-0.6,2023-02-28 05:54:16.428148,2024-02-28 05:54:16.428148,3,26,Female,Mobile App,Credit Card,Yes,Active
554,Digital+Print,Annual,Yes,3.49,24,1,No,0.27,11.9,North America,Finance,0.97,1,Mobile,Auto,Newsletter Promo,0.03,52,0.39,2025-03-24 05:54:16.428149,2026-03-24 05:54:16.428149,4,63,Female,Mobile App,PayPal,No,Active
555,Digital,Monthly,No,0.72,28,1,No,0.03,5.75,Europe,Culture,0.74,1,Desktop,Auto,Retention Offer,0.22,-4,0.58,2023-10-27 05:54:16.428152,2024-10-26 05:54:16.428152,1,54,Male,Mobile App,Debit Card,No,Cancelled
556,Digital,Monthly,Yes,4.13,12,1,No,0.61,14.09,Europe,Politics,0.87,2,Tablet,Auto,None,0.21,85,-0.49,2025-02-16 05:54:16.428154,2026-02-16 05:54:16.428154,1,47,Female,Web,PayPal,No,Active
557,Digital,Monthly,Yes,2.38,5,1,No,0.4,5.78,North America,Finance,0.76,1,Desktop,Auto,None,0.1,-71,1.04,2023-10-09 05:54:16.428156,2024-10-08 05:54:16.428156,4,66,Female,Web,PayPal,No,Active
558,Digital+Print,Monthly,No,1.3,20,0,Yes,0.3,5.8,North America,Politics,0.89,1,Desktop,Auto,None,0.22,14,0.05,2024-11-13 05:54:16.428158,2025-11-13 05:54:16.428158,3,32,Female,Web,PayPal,No,Cancelled
559,Digital,Annual,No,2.32,25,2,No,0.87,6.36,Asia,Culture,0.96,2,Mobile,Auto,None,0.09,-100,0.02,2024-09-20 05:54:16.428160,2025-09-20 05:54:16.428160,3,37,Female,Web,PayPal,No,Active
560,Digital,Annual,Yes,4.89,5,0,Yes,0.75,13.04,Others,Technology,0.49,1,Mobile,Manual,Retention Offer,0.35,90,-0.5,2025-02-12 05:54:16.428162,2026-02-12 05:54:16.428162,1,66,Female,Referral,Credit Card,No,Active
561,Digital,Monthly,Yes,2.2,8,2,No,0.86,7.53,North America,Technology,0.42,1,Mobile,Auto,Newsletter Promo,0.21,-4,-0.49,2023-05-08 05:54:16.428164,2024-05-07 05:54:16.428164,3,42,Male,Web,Credit Card,No,Active
562,Digital+Print,Monthly,Yes,3.54,15,0,Yes,0.49,4.61,North America,Politics,0.64,0,Desktop,Auto,None,0.1,12,-1.1,2024-09-30 05:54:16.428166,2025-09-30 05:54:16.428166,2,26,Female,Web,PayPal,No,Active
563,Digital,Annual,No,1.9,10,2,No,0.13,7.58,Europe,Politics,0.79,0,Mobile,Manual,Newsletter Promo,0.45,-22,-0.39,2024-09-13 05:54:16.428168,2025-09-13 05:54:16.428168,3,62,Other,Web,Debit Card,No,Active
564,Digital+Print,Monthly,No,4.14,6,1,No,0.7,9.87,Asia,Politics,0.46,1,Desktop,Auto,None,0.28,-72,0.58,2023-04-23 05:54:16.428170,2024-04-22 05:54:16.428170,3,39,Female,Web,Credit Card,Yes,Active
565,Digital,Annual,Yes,4.03,9,1,No,0.21,5.28,North America,Politics,0.3,2,Mobile,Manual,None,0.34,-35,-0.51,2024-02-01 05:54:16.428172,2025-01-31 05:54:16.428172,5,30,Male,Referral,Credit Card,No,Active
566,Digital,Monthly,No,5.77,9,2,Yes,0.44,5.39,Others,Technology,0.54,2,Mobile,Auto,Newsletter Promo,0.32,80,-0.47,2023-03-25 05:54:16.428174,2024-03-24 05:54:16.428174,1,54,Male,Web,Credit Card,Yes,Active
567,Digital+Print,Monthly,No,2.74,29,3,No,0.07,18.45,Europe,Technology,0.98,0,Tablet,Manual,None,0.51,4,-0.64,2023-12-29 05:54:16.428176,2024-12-28 05:54:16.428176,1,45,Other,Referral,PayPal,No,Cancelled
568,Digital+Print,Monthly,No,4.0,24,2,No,0.83,6.56,Europe,Technology,0.79,1,Desktop,Manual,Retention Offer,0.21,-82,-0.68,2023-07-01 05:54:16.428179,2024-06-30 05:54:16.428179,2,31,Male,Web,Credit Card,No,Cancelled
569,Digital,Monthly,Yes,3.15,19,0,No,0.13,8.71,Europe,Finance,0.58,1,Desktop,Auto,None,0.2,-35,0.44,2024-01-11 05:54:16.428180,2025-01-10 05:54:16.428180,2,47,Female,Referral,PayPal,Yes,Active
570,Digital,Monthly,Yes,4.94,17,1,Yes,0.9,8.53,Others,Politics,0.43,2,Desktop,Auto,Newsletter Promo,0.41,11,-0.61,2022-12-06 05:54:16.428183,2023-12-06 05:54:16.428183,2,56,Male,Mobile App,Debit Card,No,Active
571,Digital+Print,Monthly,Yes,1.92,27,1,No,0.86,8.31,Asia,Politics,0.55,1,Desktop,Manual,Retention Offer,0.16,79,-0.07,2023-07-08 05:54:16.428185,2024-07-07 05:54:16.428185,1,22,Male,Mobile App,Credit Card,Yes,Cancelled
572,Digital,Monthly,Yes,4.12,23,2,No,0.46,12.49,North America,Politics,0.42,3,Desktop,Manual,None,0.16,58,-0.18,2023-01-20 05:54:16.428187,2024-01-20 05:54:16.428187,5,29,Female,Web,Debit Card,Yes,Active
573,Digital,Annual,Yes,2.71,19,1,No,0.74,13.79,North America,Culture,0.37,0,Tablet,Manual,None,0.24,-41,0.48,2023-02-28 05:54:16.428189,2024-02-28 05:54:16.428189,5,52,Male,Mobile App,Debit Card,No,Active
574,Digital,Annual,Yes,2.9,28,1,Yes,0.62,8.78,Europe,Technology,0.93,1,Mobile,Auto,None,0.3,16,-0.42,2022-10-25 05:54:16.428191,2023-10-25 05:54:16.428191,4,58,Male,Mobile App,Debit Card,No,Active
575,Digital,Monthly,No,3.14,8,1,Yes,0.8,5.05,North America,Politics,1.0,1,Desktop,Manual,None,0.24,-33,-0.22,2023-12-26 05:54:16.428193,2024-12-25 05:54:16.428193,1,59,Male,Web,Credit Card,No,Active
576,Digital+Print,Monthly,Yes,3.38,14,1,No,0.43,15.1,Asia,Politics,0.41,3,Desktop,Auto,None,0.23,-8,-0.55,2024-04-18 05:54:16.428195,2025-04-18 05:54:16.428195,4,18,Female,Web,Credit Card,No,Active
577,Digital,Monthly,Yes,2.83,3,0,No,0.79,9.62,Asia,Culture,0.34,3,Mobile,Auto,Newsletter Promo,0.15,57,-0.32,2024-09-10 05:54:16.428197,2025-09-10 05:54:16.428197,3,63,Male,Referral,PayPal,No,Active
578,Digital,Monthly,Yes,3.32,7,2,No,0.46,16.92,Asia,Technology,0.53,1,Desktop,Auto,None,0.19,40,-0.45,2022-10-30 05:54:16.428199,2023-10-30 05:54:16.428199,2,18,Male,Web,Credit Card,Yes,Active
579,Espresso,Monthly,Yes,5.37,8,1,No,0.94,1.02,Others,Technology,0.62,1,Tablet,Auto,None,0.27,42,-0.07,2023-05-28 05:54:16.428201,2024-05-27 05:54:16.428201,4,59,Female,Referral,Credit Card,No,Active
580,Digital+Print,Monthly,Yes,4.48,12,0,No,0.49,10.78,North America,Finance,0.44,1,Mobile,Auto,Newsletter Promo,0.06,47,0.8,2024-09-16 05:54:16.428203,2025-09-16 05:54:16.428203,4,60,Male,Mobile App,Debit Card,No,Active
581,Digital+Print,Monthly,No,4.3,8,2,Yes,0.46,17.67,Asia,Politics,0.51,1,Mobile,Auto,None,0.4,61,-0.1,2024-01-10 05:54:16.428205,2025-01-09 05:54:16.428205,1,37,Male,Web,PayPal,Yes,Active
582,Digital+Print,Monthly,Yes,2.32,25,1,No,0.79,8.59,Asia,Environment,0.44,1,Mobile,Auto,Survey,0.35,47,0.59,2023-09-30 05:54:16.428207,2024-09-29 05:54:16.428207,2,51,Female,Web,Credit Card,Yes,Active
583,Digital,Monthly,Yes,1.67,3,1,Yes,0.82,9.1,North America,Culture,0.84,1,Desktop,Auto,Retention Offer,0.48,-51,0.47,2023-08-18 05:54:16.428209,2024-08-17 05:54:16.428209,2,51,Female,Referral,Credit Card,No,Cancelled
584,Digital,Monthly,Yes,4.43,16,1,No,0.55,11.18,Asia,Finance,0.8,0,Desktop,Manual,Survey,0.33,-12,-0.02,2025-02-08 05:54:16.428211,2026-02-08 05:54:16.428211,5,41,Male,Mobile App,PayPal,No,Active
585,Digital+Print,Annual,Yes,4.31,15,3,Yes,0.18,7.76,North America,Culture,0.74,0,Mobile,Auto,Retention Offer,0.04,54,0.48,2023-07-24 05:54:16.428214,2024-07-23 05:54:16.428214,4,45,Female,Web,PayPal,No,Active
586,Digital+Print,Monthly,Yes,5.21,14,1,No,0.47,8.75,Asia,Culture,0.57,1,Desktop,Auto,Newsletter Promo,0.33,57,0.12,2023-06-13 05:54:16.428215,2024-06-12 05:54:16.428215,5,28,Female,Mobile App,Credit Card,No,Active
587,Digital+Print,Monthly,No,2.09,2,0,No,0.97,8.65,Europe,Politics,0.94,2,Mobile,Auto,Newsletter Promo,0.23,83,-0.71,2023-10-01 05:54:16.428217,2024-09-30 05:54:16.428217,4,25,Male,Web,Credit Card,No,Active
588,Digital,Monthly,Yes,2.66,24,0,No,0.75,7.49,North America,Finance,0.98,1,Desktop,Auto,None,0.35,92,-0.02,2024-10-01 05:54:16.428219,2025-10-01 05:54:16.428219,1,52,Female,Mobile App,PayPal,Yes,Active
589,Digital,Monthly,No,0.54,19,2,No,0.81,14.92,Europe,Politics,0.42,1,Mobile,Auto,Retention Offer,0.1,-2,0.1,2024-07-06 05:54:16.428221,2025-07-06 05:54:16.428221,1,58,Male,Web,Credit Card,No,Cancelled
590,Digital+Print,Annual,Yes,2.41,4,1,No,0.03,11.84,Europe,Politics,0.46,0,Mobile,Auto,None,0.23,82,0.88,2023-08-28 05:54:16.428223,2024-08-27 05:54:16.428223,3,33,Male,Web,Credit Card,No,Active
591,Digital,Monthly,Yes,4.49,22,0,Yes,0.47,11.0,North America,Technology,0.67,2,Desktop,Auto,None,0.5,12,-0.47,2024-11-08 05:54:16.428226,2025-11-08 05:54:16.428226,4,33,Female,Web,Credit Card,No,Active
592,Digital,Annual,Yes,2.3,4,0,Yes,0.65,13.23,North America,Politics,0.36,1,Mobile,Manual,None,0.4,6,0.23,2025-01-30 05:54:16.428228,2026-01-30 05:54:16.428228,4,59,Male,Web,Credit Card,No,Active
593,Digital,Monthly,Yes,3.96,19,1,No,0.83,8.94,Europe,Culture,0.61,2,Mobile,Auto,None,0.16,-77,-0.62,2022-12-07 05:54:16.428230,2023-12-07 05:54:16.428230,2,23,Female,Mobile App,Credit Card,Yes,Active
594,Digital,Monthly,Yes,2.71,14,0,No,0.05,6.9,Europe,Environment,0.71,0,Mobile,Auto,Survey,0.35,-76,0.77,2024-09-15 05:54:16.428237,2025-09-15 05:54:16.428237,2,37,Male,Mobile App,PayPal,No,Active
